,id,word,chinese,explain
261,262,monopolism,垄断主义,"The practice of gaining or having exclusive control of a product, service or market. a monopoly (from the greek monos, meaning single, and polein, meaning sell) can be the result of one business driving out competitors or, in the words of the economist milton friedman, it may arise “from government support or from collusive agreements among individuals”. either way, the lack of competition will probably lead to higher prices and lower quality. as a result, developed economies invariably have anti-monopoly legislation (for example, the antitrust laws in america), their aim being not just to prevent a monopoly but more usually to combat cartels. in practice, most countries define as a monopolist any firm having a dominant position, for example more than one-third of a market. this has led to adverse court judgments, in both the united states and the european union, for the american company microsoft on the grounds that it had abused its dominant position in some areas of computer software. one area in which monopolism is common is that of public utilities, with water, for example, often being considered a “natural monopoly”. in such cases, the safeguard against abuse is government regulation. in the 1980s margaret thatcher’s government in britain deregulated and “privatised” several so-called natural monopolies, a process that was imitated elsewhere as other governments sought to raise money by selling state-owned utilities."
262,263,monotheism,一神论,"The belief that there is only one god or supreme being. examples are the abrahamic religions: judaism, christianity and islam, though baha’ism, too, is sometimes described as an abrahamic religion. the contrast is with polytheism (the belief in many gods), but some might argue that the christian concept of the trinity (god is simultaneously father, son and holy spirit) somewhat strains the concept of monotheism. judaism and islam entertain no such notions of plurality."
263,264,monotheletism/monothelitism,基督单志论,"A theological doctrine, first proposed in 622 and immediately embraced by the byzantine emperor heraclius (c575–641, emperor from 610), that argued that jesus christ, though having two natures (divine and human), had only one will. monotheletism (from the greek monos, meaning single and theletes, meaning “one that wills”) was an attempt to reconcile the monophysite heresy, which taught that christ had only one – divine – nature, with the established doctrine that he had two natures, divine and human, in one person (see monophysitism). in 638 heraclius proclaimed monotheletism as the empire’s official form of christianity, but this led to such controversy that his successor, constans ii (630–68, emperor from 641), issued an edict in 648 forbidding any discussion of the question. constantine iv (c652–85, emperor from 668), however, did not sympathise with monotheletism and in 680 summoned the third council of constantinople, which condemned the doctrine as a heresy and upheld the orthodox catholic view that christ had two wills, divine and human, corresponding to his two natures. this led to the disappearance of monotheletism, except in the maronite church of syria and lebanon."
264,265,montanism,孟他努主义,"A heretical christian movement, both millenarian and ascetic, founded by montanus, a self-styled prophet, in phrygia, turkey, in the middle of the 2nd century (see millenarianism and asceticism). montanus, a recent convert to christianity, appeared in ardabau, a small phrygian village, in about 156, falling into a trance and prophesying under the apparent influence of the holy spirit. montanus was joined by two young women, prisca and maximillia, who also made prophetic utterances in a trance with the collective message that judgment day was imminent. montanism spread rapidly through asia minor and at first did not seem to threaten catholic authority – not least because prophecy was held in high esteem in the early church. however, theological conflict was inevitable: whereas catholics held that a sinner’s repentance restored him or her to grace, the montanists believed that a christian fallen from grace could never be redeemed. montanus also claimed to have a final revelation of the holy spirit, implying that the church would have to accept additions to the teachings of christ and the apostles. in about 177 the catholic bishops of asia minor, fearing the rise of a montanist hierarchy, excommunicated the montanists. nonetheless, montanism continued in asia minor until it was crushed by emperor justinian i, who ruled from 527 to 565 and sent john of ephesus to destroy the montanist shrine at pepuza, a phrygian village where montanus had predicted the messiah would appear. asia minor, however, was not the only region where montanism has thrived. the doctrine was also important in carthage, in what is now tunisia, where the theologian tertullian (c160–225) became interested in montanism around 206, finally leaving the catholic church in 212 and railing against its “laxity”."
265,266,moral absolutism,道德绝对主义,"The ethical doctrine that some actions are absolutely right or wrong, regardless of their context or consequences. the doctrine is in contrast to consequentialism (where the value of an action is judged by its consequences). it differs, too, from moral universalism, which argues that the same things are right and wrong for all people, but not necessarily in all contexts. moral absolutism is fundamental to many religions, in particular the abrahamic religions of judaism, christianity and islam, and underlies the philosophy of the german philosopher immanuel kant (1724–1804), who once declared: “do what is right, though the world may perish.”moralism the practice of making moral judgments, especially about someone else’s behaviour. the basis of such judgments is the idea of morality, the code that determines right from wrong."
266,267,moral objectivism,道德客观主义,See moral universalism.
267,268,moral relativism,道德相对主义,"The view in ethics that what is right or wrong is not absolute but depends on the circumstances and context. the notion has existed throughout history, and in different cultures. human sacrifice, for example, was acceptable to the aztecs but considered murder in most societies. the greek historian herodotus observed in the 5th century bc that each society has its own values and way of behaving. the dutch philosopher baruch spinoza (1632–77) argued that nothing is inherently good or evil. moral relativism offends fundamentalist jews, christians and muslims, who all see god’s laws as absolute (see fundamentalism). other critics, for example of the oppression of women by the afghan taliban, argue that it provides an excuse for behaviour that should be universally unacceptable."
268,269,moral universalism,到的普遍主义,"An ethical doctrine, also known as moral objectivism, that is similar to moral absolutism in holding that actions are right or wrong for all people – but not, in contrast to moral absolutism, necessarily regardless of their context."
269,270,mormonism,摩门教,"A religion, properly known as the church of jesus christ of latter-day saints, founded in america in 1830 by joseph smith (1805–44), who claimed to have received a vision in 1823 of a heavenly messenger, moroni, revealing the existence of a buried book of golden plates written by ancient american prophets. once translated into english, these plates became the book of mormon, an account of god’s relationship with the two great races of prehistoric americans – the jaredites, who were led from the tower of babel in babylon, and the nephites, who came from jerusalem. according to the book of mormon, america is the “land of zion”, awaiting the second coming of the messiah. the book of mormon and the bible are two of the four books fundamental to mormonism, which mixes mainstream christianity with the revelations and teachings of smith and other mormon leaders. after smith’s death in 1844, most members of his church chose brigham young (1801–77) as their leader and joined him on a migration eastwards to what is now utah, the centre of modern mormonism. a controversial feature of 19th-century mormonism was the practice of polygamy. this was officially abandoned in 1890, but groups of mormon fundamentalists continue to practise the custom, in defiance of both the law and the official church. the church has records of more than 13.5m members, but churchgoers are thought to number under 5m."
270,271,muggletonianism,穆格莱顿学派,"A religious movement of the followers of lodowicke muggleton (1608–98), a british puritan, and his cousin, john reeve (1608–58). after claiming to have spiritual revelations in 1651, the two men, both london tailors, declared themselves to be the two witnesses referred to in the old testament’s book of revelation (rev. 11:3–6). they preached that the distinction between the three persons of the triune god (the father, the son and the holy spirit) was purely nominal; that god had a human body; and that, leaving moses and the prophet elijah in charge in heaven, he himself descended to die on the cross. the unforgivable sin, according to muggleton and reeve, was to reject them as true prophets. not surprisingly, muggletonianism, though neither evangelical nor political, attracted opposition. muggleton himself was imprisoned for blasphemy in 1653 and in 1677 he was fined £500 for blasphemy. despite its eccentric nature, muggletonianism survived into the late 19th century, and may well, according to some scholars, have influenced the visionary british artist and poet william blake (1757–1827)."
271,272,multiculturalism,多元文化主义,"A belief in the benefits of cultural diversity within a society. this has long been a matter of historical fact in ethnically diverse countries such as india, indonesia, malaysia and singapore. more recently it has been invoked by several western countries – for example, canada and britain – as a way of accepting immigrants and their descendants into the host society. its success, however, is a matter of debate, with critics – for example, in the netherlands – saying multiculturalism sustains and worsens racial tensions and divisions in society. france, by contrast, has always steadfastly pursued a policy of monoculturalism: because all french people are equal, the government refuses even to count ethnic minorities or to embrace american-style policies of affirmative action and positive discrimination."
272,273,multilateralism,多边主义,"A relationship, especially in international politics, that involves three or more countries (bilateralism would involve just two, and unilateralism only one). the term therefore relates to international institutions such as the united nations and its various bodies. although most multilateral institutions date from after the second world war, there are earlier examples: at the congress of vienna, for example, in 1814–15, european powers redrew the national boundaries of europe after the napoleonic wars; similarly, in 1919 the victorious nations at the end of the first world war worked together to impose the treaty of versailles on germany, and then to found the league of nations (an unsuccessful forerunner of the un). recent examples of multilateralism include the kyoto protocol on climate change, drawn up in 1997, and the international criminal court, founded in 2002. neither found favour with the administration of president george w. bush, leading to accusations of american unilateralism."
273,274,mutualism,互助论/互利共生,"The idea that a shared dependency helps social well-being. in economics, mutualism is associated with the ideas of the french anarchist philosopher pierre-joseph proudhon (1809–65). mutualism is an aspect of the labour theory of value, popularised by adam smith (1723–90): when labour or its product is sold, it ought to receive in exchange goods or services equivalent to “the amount of labour necessary to produce an article of exactly similar and equal utility”, as francis tandy put it in his 1896 book, voluntary socialism. anything less would amount to exploitation or usury. an example of the theory in business is the mutual company, where no shares are issued and the company is owned by those members doing business with it (as remains the case with a few building societies in britain). in biology, mutualism is a type of symbiosis, being an association between the organisms of two different species from which each benefits. an example is the presence of rumen bacteria in cattle: the bacteria live in the cow’s digestive tract and help the cow digest the plants it has eaten."
274,275,mysticism,神秘主义,"The pursuit of spiritual truths, especially those attained through meditation, that are beyond the normal reach of the intellect. mysticism, though rarely part of mainstream religious practice, is found in many religions: islam, for example, has its sufi mystics, and judaism its kabbalism."
275,276,Narcissism,自恋症,"An excessive interest in oneself and one’s appearance – in common parlance, extreme vanity. the word was first used in the late 19th century; havelock ellis (1859–1939), a british sexologist of the era, for example, described excessive masturbation as “narcissus-like”. it is derived from the classical greek fable of narcissus, a handsome youth who rejected the advances of the nymph echo and as a punishment was made to fall in love with his own reflection. unable to consummate his love, narcissus faded away, turning into the flower that bears his name. in the 1960s psychologists and psychiatrists began to diagnose “narcissistic personality disorder”, although sigmund freud (1856–1939) had in 1914 argued that a degree of narcissism was part of a healthy personality. baby-boomers will doubtless connect narcissism with the lyrics of a 1972 pop song by carly simon: “you’re so vain, i’ll bet you think this song is about you.”nationalism a political ideology, in some ways close to patriotism or even jingoism and chauvinism, that emphasises the nation. the term was used as early as the late 18th century by the german philosopher johann gottfried von herder (1744–1803), but nationalism’s rise to prominence was prompted mostly by the french revolution. in the 20th century nationalism was invariably the force successfully impelling subject peoples to seek their independence from europe’s colonial powers – for example, the struggles of vietnam and algeria against french rule, or kenya’s insurrection against the british. modern examples of nationalism include the palestinians’ goal of an independent state and the desire of the eta movement to establish a basque state separate from spain. in recent years in europe, nationalism has often been identified in a pejorative sense with the extreme right (for example, the british national party or france’s front national), whose concept of the nation usually excludes immigrants and ethnic minorities."
276,277,National socialism,民族主义,The political doctrine of the nazi party in germany (see nazism).
,,Nationalism,国家社会主义,"A style of representation that emphasises accuracy and realism. the term was applied to a 19th-century artistic and literary movement that included the French painter théodore rousseau (1812–67) and his compatriot, the novelist emile Zola (1840–1902). in philosophy, naturalism is a school of thought that rejects the supernatural."
277,278,Naturalism,自然主义,"A style of representation that emphasises accuracy and realism. the term was applied to a 19th-century artistic and literary movement that included the french painter théodore rousseau (1812–67) and his compatriot, the novelist emile zola (1840–1902). in philosophy, naturalism is a school of thought that rejects the supernatural."
278,279,Naturism,天然主义,"A movement defined by its adherents as a lifestyle in harmony with nature and expressed by nudity. the concept was first defined in 1778 by jean baptiste luc planchon (1734–81), a belgian doctor who advocated naturism as a way of improving health. naturism, presumably for fear of embarrassment, has never been a mass movement, but it gained a degree of popularity in germany in the early 20th century. today, naturist holiday camps and beaches are found in many countries. for most people, naturism and nudism are interchangeable words, but some will argue that whereas naturism is a lifestyle without clothes, nudism is simply the act of being naked."
279,280,Nazism,纳粹主义,"The ideology, known in german properly as national socialism (nationalsozialismus), of adolf hitler’s fascist national socialist german workers’ party (the nazi party), which was formed at the end of the first world war, originally as the german workers’ party (dap), by the nationalist anton drexler (1884–1942) in reaction to the reparations imposed on germany by the versailles treaty of 1919. hitler (1889–1945) was the dap’s 55th member. nazism was characterised by authoritarian nationalism and a racist ideology that preached the superiority of “aryan” germans – hence the extreme anti-semitism that led to the holocaust. in free elections in 1932 the nazi party emerged with the most votes, leading to hitler’s appointment as chancellor in january 1933, followed by 12 years of dictatorship (all other political parties having been banned in 1933) until germany’s defeat in the second world war. \n In economic policy, the nazi Party employed central planning for both the agricultural and industrial sectors, rapidly increasing the country’s economic output (much of it under the control – actual or threatened – of the state). in 1927 hitler had said: “We are socialists. We are enemies of today’s capitalistic economic system for the exploitation of the economically weak, with its unfair salaries, with its unseemly evaluation of a human being according to wealth and property, instead of responsibility and performance.” two years later, however, hitler confessed that socialism was “an unfortunate word altogether” to have used, and in 1931 he said: “i want everyone to keep what he has earned, subject to the principle that the good of the community takes priority over that of the individual. but the state should retain control; every owner should feel himself to be an agent of the state.” what remained constant was hitler’s demagogic populism. foreign policy, meanwhile, was dominated by the ideal of pan-germanism and so a “greater germany” (grossdeutschland), which inevitably meant a push for military conquest to gain “living room” (lebensraum) for the ethnically german peoples. after germany’s defeat the nazi party was banned, but its racist and anti-semitic doctrine lives on in the extreme right-wing politics of “neo-nazis” in america (the american nazi party has existed since 1959) and several european countries. rather bizarrely, israel in 2008 experienced anti-semitic violence and vandalism by a group of young russian immigrants espousing nazism."
281,282,Neocatastrophism,新灾变论,See catastrophism.
282,283,Neoclassicism,新古典主义,"A school of art, literature, theatre, music or architecture that emulates the cultural products of ancient greece and ancient rome. neoclassicism began in rome in the mid-18th century as a reaction to the baroque and rococo styles. a prime exponent of neoclassical painting was jacques-louis david (1748–1825), with his works glorifying the french revolution and napoleon bonaparte. in music the term also refers to the return in the 20th century by composers such as igor stravinsky (1882–1971) and benjamin britten (1913–76) to the styles of the 17th and 18th centuries, this time as a reaction to 19th-century romanticism. although neoclassicism’s dominance in architecture had faded by the mid-19th century, its influence has lived on, for example in the buildings of “traditional” architects such as the british quinlan terry."
283,284,Neoconservatism,新保守主义,"A political and social philosophy (literally “new” or “newly” conservative) that advocates free-market economics and the robust use of power, including military might, to spread democracy and promote human rights. “neo-cons”, as its adherents are known, exist in several countries but their origins are essentially american. one source was a group of intellectuals, notably irving kristol (1920–2009) and nathan glazer, who studied at the city college of new york in the late 1930s. kristol famously described a neo-con as “a liberal mugged by reality” (many neo-cons had once been liberals, and kristol had even been a trotskyite). another source was leo strauss (1899–1973), a german-american political scientist at the university of chicago. in contrast to traditional paleoconservatives (see paleoconservatism), neo-cons are in favour of globalisation and take a liberal stance on issues such as immigration, abortion, homosexuality and religious differences. neoconservatism first became politically influential in the 1980s with the reagan presidency (and also, in britain, with the thatcher years), and was arguably the dominant strand of thought during the presidency of george w. bush, with neo-cons such as paul wolfowitz and richard perle pressing strongly for the invasion of iraq in 2003. the power of the neo-cons has been diminished by the depressing reality of the iraq war and its aftermath, and by the return to government in the united states of the democrats. nonetheless, neo-cons such as william kristol (son of irving) remain influential in republican circles."
284,285,Neo-Darwinism,新达尔文主义,"A theory of evolution that combines darwin’s ideas of natural selection with the findings of genetics first espoused by the austrian scientist gregor mendel (1822–84) in the 19th century. ironically, the term was first used by george romanes (1848–94), a canadian-born british biologist, to refer to the idea that evolution occurs through natural selection alone. in its modern sense, as the so-called “modern evolutionary synthesis”, neo-darwinism dates from the mid-20th century, with most scientists accepting that mendelian genetics is compatible with natural selection and gradual evolution."
285,286,Neo-interventionism,新干预主义,The doctrine by which one state or collection of states are justified in taking military action in another state on the basis that human rights transcend sovereignty. it was used in support of the nato bombing campaign in 1999 to force serbia to abandon its attempt to wrest the former yugoslavian province of kosovo from the control of ethnic albanian kosovars. the nato campaign was carried out without the permission of the un. another example was britain’s military intervention in 2000 in sierra leone to evacuate foreign nationals and hasten an end to the country’s civil war.
286,287,Neoliberalism,新自由主义,"A political and economic ideology that seeks to marry an emphasis on free markets and economic growth with traditional liberal concerns for social justice. the term was coined in 1938 by alexander rüstow (1885–1963), a german sociologist and economist, who was one of the theorists of the “social market economy” that helped germany recover from the second world war. however, the modern sense of neoliberalism, in which concern for social justice is less prominent, dates from the 1980s and the economic policies of margaret thatcher in britain and ronald reagan (1911–2004) in america, both of them influenced by the free-market ideas that had come after the second world war from the austrian-born british economist friedrich hayek (1899–1992) and from economists such as milton friedman (1912–2006) at the university of chicago (where hayek, normally associated with the london school of economics, also taught). in seeking to minimise the role of the state, neoliberalism stands in contrast to keynesianism and became popular in large part because of the failure of keynesian policies to solve the various economic crises of the 1970s. neoliberalism is often linked to the “washington consensus” (a term coined in 1989 by a british economist, john williamson, to describe the reforms – such as austerity programmes, trade liberalisation, deregulation and privatisation – that were the standard remedy advanced to developing countries in economic crisis by the washington dc-based imf, world bank and us treasury department)."
287,288,Neologism,新词,"A newly coined word (from the greek neos, meaning new, and logos, meaning word) that may, or may not, enter into common usage. presumably neologism was itself once a neologism, and indeed the oxford english dictionary dates the use of the word in print back to 1772. a 20th-century neologism was internet; podcast is an example from the 21st century. the rarest neologism would, by definition, be a hapax legomenon (a direct transliteration of the greek for “once said”): a word used only once."
288,289,Neoplasticism,新造型主义,"A movement in dutch art founded in 1917 by theo van doesburg (1883–1931), who propagated the movement’s ideas in a journal called de stijl (the style), which was the original name of the movement. the style in question was a pure abstraction, using only vertical and horizontal lines in black, white, grey and primary colours. de stijl came to be known as neoplasticism – the new plastic art or nieuwe beelding in dutch – and its most famous exponent was piet mondrian (1872–1944), who in a letter in 1914 had written: “i construct lines and colour combinations on a flat surface, in order to express general beauty with the utmost awareness. nature (or, that which i see) inspires me, puts me, as with any painter, in an emotional state so that an urge comes about to make something, but i want to come as close as possible to the truth and abstract everything from that, until i reach the foundation (still just an external foundation!) of things.” mondrian later published a series of essays, neo-plasticism in pictorial art, in 1917–18 to elaborate on his style. as a group of artists de stijl faded after van doesburg’s death in 1931, but its influence lived on in architecture, particularly in the work of the german-born american ludwig mies van der rohe (1886–1969)."
289,290,Neoplatonism,新柏拉图主义,"A school of mystical and religious philosophy, developed in the 3rd century ad by the followers of the egyptian-born plotinus (c204–270), who considered themselves platonists (“neoplatonism” is a modern term) and combined teachings from plato, aristotle, pythagoras and the stoics with elements of oriental mysticism (see platonism). plotinus taught that there was a hierarchy of spiritual levels through which the individual soul could ascend above the imperfect material world until it merged with the one, from which all existence emanates. the strength of neoplatonism, which influenced early christian and muslim writers and later scholars in the renaissance, was that it married the rationality of classical greek thought with the promise of salvation offered by christianity and by the “mystery” religions of ancient greece and rome."
290,291,Nepotism,裙带关系,"The practice by people in authority of favouring their relatives or friends, especially by giving them jobs, often regardless of their suitability or qualifications. derived from the latin for “nephew” (nepos), the term originates from the habit by which medieval christian popes and bishops gave preference to their nephews – who in many cases were their illegitimate sons, the priesthood having taken a vow of chastity. the practice was ended in 1692 by pope innocent xii (1615–1700 and pope from 1691). however, nepotism has clearly existed throughout history, and continues today, both in business and in politics. in france, president nicolas sarkozy was accused of nepotism when his student son, jean, was elected a local councillor in neuilly-sur-seine (a district of which his father was once mayor). in 2009 jean sarkozy was in line to become head of the development agency for paris’s la défense office district – but dropped out in the face of mounting accusations of nepotism."
291,292,Nestorianism,聂斯脱利派,"The doctrine that jesus christ was two separate persons, one human and one divine. the term comes from nestorius (c356–461), the bishop of constantinople from 428 to 431, who was condemned as a heretic in 431 at the council of ephesus, a gathering of the various christian churches, for this notion and for denouncing the use of the title theotokos – meaning “god-bearer” in greek – for the virgin mary on the grounds that the term undermined the human nature of jesus christ. nestorius argued that while god begot jesus as god, mary gave birth to him as a man. the council of ephesus (whose findings were confirmed 20 years later by the council of chalcedon), produced the so-called nestorian schism, with only the persian church – better known as the assyrian church – supporting the nestorian view. the high point of nestorianism was from the 7th to the 10th centuries, as the church expanded from the middle east to china and india. in 1551, a number of nestorians reconciled themselves with the church in rome and became known as the chaldeans. after massacres of nestorians and chaldeans in the late 19th and early 20th centuries by kurds and turks, nestorianism now survives in small communities in iraq, iran, syria and india and in émigré communities in the americas."
292,293,Nihilism,虚无主义,"The belief (from the latin nihil, meaning nothing) that existence is without meaning, purpose or value, and so there are no inherent moral values. the russian author ivan turgenev (1818–83) used the term in his 1862 book fathers and sons, as did the german philosopher friedrich nietzsche (1844–1900), who wrote that “a nihilist is a man who judges of the world as it is that it ought not to be, and of the world as it ought to be that it does not exist”. in politics, the nihilists were russian anarchists, originating in the 1860s, whose various groups were associated with violent political action, including the assassination of tsar alexander ii in 1881. in the arts, nihilism has been connected with dadaist art and punk music (see dadaism)."
293,294,Nominalism,唯名论,"The view, from the latin nomen, or “name”, that things denominated by a particular term share nothing except that fact. in other words, there are no such things as abstract concepts or “universals” – repeatable entities that can be exemplified by particular things – except as names. instead, everything that exists is a particular individual. nominalism was important in medieval thought, in opposition to the doctrine of platonic realism (which taught that universals have an objective, absolute existence with their own reality). since realism was associated with religious orthodoxy, nominalism was sometimes considered heretical. the leading proponent of nominalism in the middle ages was william of ockham (1285–1347 or 1349), a british franciscan friar best known for “ockham’s razor” or the “law of parsimony”, namely that the simplest explanation of a problem is the best explanation."
294,295,Nonconformism,非国教主义/不墨守成规,See conformism.
295,296,Non-interventionism,不干涉主义,"The foreign-policy doctrine that argues that countries may have diplomatic relations with each other but should not interfere in each other’s internal affairs. america’s first president, george washington (1732–99), famously declared in his farewell address to the nation in 1796 that “it is our true policy to steer clear of permanent alliances with any portion of the foreign world” – a policy that reflects an enduring isolationist strain in american sentiment (though not in action). but non-interventionism implies neutrality rather than isolation. the leading exponent in modern times is the people’s republic of china, often criticised for making trade deals with unsavoury regimes while being unwilling to press those regimes to change."
296,297,Nudism,裸体主义,"The practice of being naked, for health and lifestyle reasons (as in naturism) rather than for sexual motives."
297,298,objectivism,客观主义,"The practice (akin to objectivity) of emphasising what is independent of a person’s mind. as a philosophical term, objectivism refers to the belief that reality exists independently of the mind or human perception. the russian-born american writer ayn rand (1905–82), a proponent of objectivism in works such as the fountainhead and atlas shrugged, argued that “existence is identity; consciousness is identification”: consciousness cannot be conscious of itself, but only of something beyond itself – in other words, an objective reality independent of consciousness."
298,299,obscurantism,蒙昧主义,"The practice of preventing facts from being fully known, of preventing enlightenment (the word is derived from the latin obscurans, or “darkening”). the idea that knowledge or truth should be kept from the masses can be traced back to plato’s “noble lie”, but the term comes from the 16th-century satirical epistolae obscurorum virorum (letters of obscure men) in germany, which criticised the desire of dominican monks to burn jewish books. scholars in europe’s 18th-century age of enlightenment used the term for religious opposition to the spread of knowledge. obscurantism is now usually associated with religious fundamentalism (as in the phrase “obscurantist clerics”), though there is not necessarily any common link, since fundamentalism implies the preaching of a sincere belief rather than the obscuring of that belief."
299,300,occasionalism,偶因论,"A philosophical notion that god is the only cause of an effect – in other words, one finite being or thing does not cause another. the idea originated in medieval islamic theology, with the muslim philosopher al-ghazali (1058–1111) arguing, for example, that when cotton and fire are put together, it is god, rather than the heat of the flames, that causes the cotton to burn. however, the idea is more usually attributed to a french philosopher, louis de la forge (1632–66), a follower of rené descartes, who in his 1665 traité de l’esprit de l’homme (treatise on the spirit of man) developed descartes’s dualist view on the separation of the mind and body (see dualism) to explain how this view could be reconciled with the apparent cause-and-effect of thought and action. occasionalism holds that there is only one true cause, god, who causes effects to appear on the occasions when what seem to be causes appear. if someone strikes a match, god will cause the match to light, with the striking being the “occasional cause” of the lighting."
300,301,oligopolism,寡头垄断,"A rarely used term (from the greek oligos, meaning few and polein, meaning sell) for the phenomenon of oligopoly, in which a market is shared by a small number of sellers, so limiting competition. there are various theories for the consequences for consumers: one is that oligopolists will act as a cartel and fix their prices higher than is necessary, perhaps also fixing their production; another is that a single seller will set a lower price to seize an advantage, so forcing others to lower their prices, too; a third theory holds that because rival sellers are more or less forced to follow prices down, but see less advantage, because of a loss of market share, in following prices up, the result is that none will be tempted to change a price and so prices will be stable."
301,302,onanism,俄南主义,"An old-fashioned term, originating in the early 18th century, for masturbation. a less common meaning is the practice of birth control by coitus interruptus (in which the penis is withdrawn before ejaculation). the term refers to the story in the bible (genesis 38.8) of onan, the second son of judah, who was obliged to marry tamar, the widow of his elder brother er. to avoid making tamar pregnant onan “spilled his seed” on the ground – a sin for which god killed him."
302,303,optimism,乐观主义,"The feeling that things will be good, as opposed to pessimism, the feeling that they will be bad. an optimist sees a glass filled halfway as “half full”; a pessimist sees it as “half empty”. as a philosophy, optimism is the doctrine promoted by gottfried leibniz (1646–1716), a german polymath, who argued that this world is the best of all possible worlds."
303,304,organism,有机体,"A life form, animal or vegetable, existing either as a single cell or as a collection of many cells (billions in the case of human beings). the definition embraces living structures, including fungi and bacteria, that are capable of growth and reproduction, but conventionally excludes bacteria."
304,305,orientalism,东方学,"The study or depiction of eastern cultures by westerners (an orientalist is therefore a scholar engaged in oriental studies). the definition of what is “eastern” varies: art historians have used “orientalism” to refer to 19th-century paintings by french artists in north africa and the middle east, but the word can clearly refer to asia as far as the pacific. the palestinian-american scholar edward saïd (1935–2003), in his 1978 book orientalism, uses the term to refer to the writings of english, french and american scholars on the arab world and islam, criticising them for being overly influenced by the imperialist history of the west. “my contention”, he wrote, “is that orientalism is fundamentally a political doctrine willed over the orient because the orient was weaker than the west, which elided the orient’s difference with its weakness.”orphism a mystical religion, originating in the 7th or 6th century bc in ancient greece, based on the poems of the mythical orpheus, who descended into hades and returned. according to myth, the human race arose from the ashes of the titans, becoming in part divine (dionysian) and in part evil (titanic). through asceticism and moral purification, an individual would pass through a series of reincarnations and escape the titanic inheritance. orphism was also the name of a short-lived art movement, practised around 1912 within the school of cubism by french artists such as robert delaunay (1885–1941) and fernand léger (1881–1955). they preferred the use of vivid colour to the austere shades of contemporaries such as pablo picasso (1881–1973) and georges braque (1882–1963)."
,,orphism,奥尔弗斯教,"A mystical religion, originating in the 7th or 6th century bc in ancient Greece, based on the poems of the mythical orpheus, who descended into hades and returned. According to myth, the human race arose from the ashes of the titans, becoming in part divine (Dionysian) and in part evil (titanic). through asceticism and moral purification, an individual would pass through a series of reincarnations and escape the titanic inheritance. orphism was also the name of a short-lived art movement, practised around 1912 within the school of cubism by French artists such as robert Delaunay (1885–1941) and Fernand Léger (1881–1955). they preferred the use of vivid colour to the austere shades of contemporaries such as Pablo Picasso (1881–1973) and Georges braque (1882–1963)."
305,306,ostracism,流放,"The exclusion of a person from a group or a whole society. the word refers originally to the process in 5th-century athens by which athenian citizens could vote, by scratching a person’s name on an ostrakon, a piece of broken pottery, to exile someone from the state for ten years – on pain of death if they returned earlier. nowadays ostracism is rather less severe, in most cases more akin to cold-shouldering."
306,307,Pacifism,和平主义,"The belief that violence, including war, is never justifiable (pacifism is therefore often synonymous with the refusal of conscientious objectors to participate in military service). pacifism may be based on pragmatism, with the argument that there must be a less costly way than violence to solve a dispute. more usually it is based on moral principle, with pacifists rejecting the theory, advanced among others by the roman catholic church, of the just war. several christian denominations, from the quakers and anabaptists to the amish and jehovah’s witnesses, practise pacifism, citing christ’s command to “turn the other cheek”. perhaps the most famous practitioner of pacifism in modern times (influenced by the pacifist writings of the russian leo tolstoy (1828–1910) in the kingdom of god is within you) was mahatma gandhi (1869–1948), in his campaign of non-violence for india’s independence – achieved in 1947 – from britain."
307,308,Paganism,异教,"The holding of religious beliefs other than the world’s main faiths, especially christianity. the word derives from the latin paganus, meaning rural or villager, with a pagan being synonymous with a heathen (whose origin may be “dwelling on the heath”). although many pagan festivals have been incorporated into the christian calendar, pagan and paganism usually carry a disparaging nuance, akin to kafir in islam or gentile in judaism."
308,309,Paleoconservatism,旧保守主义,"The ideology of traditional conservatism, especially in america, with an emphasis on anti-communism and the family and opposition to open immigration (particularly by non-europeans). the term (the prefix is from the greek palaeo, meaning ancient) was coined in the 1980s to distinguish old-style republican conservatives from the neoconservative movement that had begun in the 1970s. the neoconservatives, many of whose leading figures were jewish, were alert to anti-semitism (often a feature of old-style conservatives) and, unlike the paleoconservatives, advocated an interventionist foreign policy (see interventionism). the split between paleoconservatism and neoconservatism is often traced to the nomination by ronald reagan (1911–2004) in 1981 of mel bradford, a self-styled traditional conservative from the south, to be chair of the national endowment for the humanities. neoconservatives objected strongly, noting bradford’s criticism of abraham lincoln as “a dangerous man”."
309,310,Pan-Africanism,泛非主义,"The advocacy of political union for the peoples of africa, including those in the african diaspora. the origins of pan-africanism go back to the 18th century and protests against slavery by africans living in britain and america, but the first person to use the term “pan-africanism”, as opposed to “the african movement”, was henry sylvester williams (1869–1911), a trinidadian barrister, in organising a conference in london in 1900. a little later the jamaican marcus garvey (1887–1940) emerged as a leader of the movement to “redeem” africa and expel its colonial powers, saying: “our union must know no clime, boundary, or nationality. black men the world over must practise one faith, that of confidence in themselves, with one cause, one goal, one destiny.” by the mid-20th century the influence of black americans and west indians had given way to indigenous africans, with the first conference of independent african states being held in ghana in 1958, followed by the founding in 1963 of the organisation of african unity, which in 2001–02 was transformed into the african union. in 2009 the libyan leader, muammar qaddafi, elected chairman of the african union, declared: “i shall continue to insist that our sovereign countries work to achieve the united states of africa.” whatever the intentions, the goal of political union seems extremely remote, with africa’s politicians concentrating more realistically on regional economic co-operation."
